,Danceability,Mode,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),ID_CHECK,Song name,Artist,Album,ID
37,0.495,0,0.297,9,-17.725,0.0353,0.749,0.7,0.346,0.242,125.814,258067,6Nk9DxpuZuvPY2d2bEkmzM,Habibaty,Ahmed El Gibaly,Gawaher 2,6Nk9DxpuZuvPY2d2bEkmzM
38,0.521,0,0.267,4,-15.631,0.0288,0.89,0.959,0.277,0.0672,135.983,252587,0PkIaXc5uAxRD3CuOpX996,Sahraan,Ibrahim Kawala,Takasim Kawala 4,0PkIaXc5uAxRD3CuOpX996
39,0.663,0,0.371,9,-9.431,0.0309,0.632,0.957,0.143,0.12,69.992,329120,5at5hhpoTabgA4VdWUQJLj,Habibatey,Amr Ismail,Arabesque Remix,5at5hhpoTabgA4VdWUQJLj
40,0.642,0,0.409,4,-14.645,0.0325,0.61,0.87,0.103,0.375,143.965,428222,5zKoRVSbZ3UQJX9Son7eJK,Souvenir,Mohamed Rouane,Un homme libre,5zKoRVSbZ3UQJX9Son7eJK
41,0.547,0,0.277,0,-14.406,0.0536,0.883,0.843,0.117,0.354,84.199,222347,63WySSsHddPwCrmochU19z,Give Me the Flute - Aatini Ennay,Hosam Hayek,Stranger in My Homeland,63WySSsHddPwCrmochU19z
42,0.653,0,0.503,7,-9.244,0.0345,0.576,0.628,0.164,0.573,136.046,210227,2MiN6Mp0MeU173suFaKcHH,Mirage - Sarab,Hosam Hayek,Stranger in My Homeland,2MiN6Mp0MeU173suFaKcHH
43,0.171,0,0.234,2,-12.01,0.0366,0.481,0.921,0.112,0.0375,91.821,120940,4KgqloCRugDL8mocZcfidf,Badaya,Yasser Abdel Rahman,Lailat Al Baby Doll,4KgqloCRugDL8mocZcfidf
44,0.401,0,0.496,2,-10.477,0.0314,0.619,0.904,0.141,0.432,78.06,152920,210aqQHhAbCBLtdRp8YjWb,Saber Ya Am Saber,Omar Khairat,"The Music of Egypt, Vol. 2",210aqQHhAbCBLtdRp8YjWb
45,0.724,0,0.233,9,-16.597,0.0713,0.781,0.857,0.0939,0.149,84.003,271067,5G5UFWBJJpsDHHDMc2nQUP,Egyptian Whispers,Amr Ismail,Piano Piano 1,5G5UFWBJJpsDHHDMc2nQUP
46,0.322,1,0.492,7,-10.281,0.04,0.737,0.865,0.313,0.662,185.045,370373,3LSNyNsn83Zwna5DZ1Cn8J,Gypsy soul,Bustan Abraham,Pictures Through The Painted Window,3LSNyNsn83Zwna5DZ1Cn8J
47,0.508,0,0.596,6,-7.378,0.0358,0.812,0.647,0.0755,0.663,94.902,431227,39imTRzNEqdkZLax4r1x9L,The Bridge,Hossam Ramzy,The Best of Flamenco Arabe,39imTRzNEqdkZLax4r1x9L
48,0.474,0,0.401,0,-12.562,0.0304,0.00529,0.291,0.175,0.22,139.73,266560,1M73j7og5cfnwoObVXX2O4,Atteny El-Nay Weghaney,Amr Ismail,Oriental Mood,1M73j7og5cfnwoObVXX2O4
49,0.423,0,0.28,9,-11.835,0.0673,0.718,0.649,0.175,0.292,76.868,222960,1LiAyQ5OOsG8N5dz2YRqhp,Hungarian Dance - Raqsa Hungareya,Hosam Hayek,Stranger in My Homeland,1LiAyQ5OOsG8N5dz2YRqhp
50,0.607,1,0.274,7,-12.809,0.0449,0.842,0.818,0.119,0.283,80.466,358614,5xpBZkUpg0PrIaZSzftv4R,My Way Home,Adnan Joubran,Borders Behind,5xpBZkUpg0PrIaZSzftv4R
51,0.464,0,0.465,9,-14.971,0.0364,0.603,0.0197,0.174,0.638,124.654,267413,7HxgRB46Sp3ucTIXE7Dpfl,Bahelm Maahak,Ahmed El Gibaly,Gawaher 2,7HxgRB46Sp3ucTIXE7Dpfl
52,0.439,0,0.26,7,-16.109,0.0296,0.808,0.945,0.365,0.354,93.865,82493,4UxB5lJ1zM2YzYOP8NMwIP,Zawgat Saghirat 1,Omar Khairat,Al Leqaa Althany,4UxB5lJ1zM2YzYOP8NMwIP
53,0.635,1,0.216,2,-13.957,0.0441,0.727,0.851,0.105,0.307,140.095,272637,189PcJtClZRoViN6bSJnnT,I Wish I Were a Tree,Adnan Joubran,Borders Behind,189PcJtClZRoViN6bSJnnT
54,0.649,0,0.329,7,-15.324,0.0399,0.829,0.681,0.133,0.704,82.009,82535,0LB3FFVE6AyoF7BHC6pBZf,Qalp La Yaref Al khouf,Omar Khairat,Fatma,0LB3FFVE6AyoF7BHC6pBZf
55,0.577,0,0.34,5,-15.477,0.0494,0.709,0.48,0.0601,0.704,91.517,290427,269AmdV2hBIdEJkysPDIBd,Al bint el shalabiya,Charbel Rouhana & The Beirut Oriental Ensemble,HandMade,269AmdV2hBIdEJkysPDIBd
56,0.444,0,0.363,0,-11.1,0.0386,0.676,0.853,0.0774,0.479,92.368,466773,0ab1sD4aZoiSHV7V4YzGqQ,Awedt Eny,Mahmoud Amer,Takaseem (Arabic Music on the Kanoun),0ab1sD4aZoiSHV7V4YzGqQ
57,0.538,0,0.607,9,-5.986,0.0301,0.486,0.897,0.217,0.726,125.924,161587,4riJ8jxhpcdgqWqNGhNtP8,Tableaux De Sourat - Ya Banat Iskandaria,Charbel Rouhana,Sourat Trait D'union,4riJ8jxhpcdgqWqNGhNtP8
58,0.379,1,0.303,5,-16.455,0.0414,0.776,0.591,0.293,0.65,182.069,186293,4K9o56kOfZk4Gq5tFZwV7r,Johny Guitar,Munir Bechir,Aoud Around the Arab World,4K9o56kOfZk4Gq5tFZwV7r
59,0.507,0,0.103,0,-17.439,0.101,0.895,0.805,0.11,0.133,120.214,281118,3Aqvm36X2KmymIJ6byjn03,"Taqsîm Maqâm Nahâwând, pt. 1",Omar Bashir,"Taqâsîm (Luth arabe, Arab Lute)",3Aqvm36X2KmymIJ6byjn03
60,0.22,1,0.335,3,-17.526,0.0341,0.413,0.891,0.245,0.13,77.907,145673,3NyxfVKazJCFxTLHI00UKk,Wadaa,Omar Khairat,Fatma,3NyxfVKazJCFxTLHI00UKk
61,0.457,1,0.333,5,-16.236,0.0345,0.427,0.621,0.142,0.343,107.466,390200,6BV92rU07c7zMP9SdS2G1w,Kol shaeh raah,Ahmed El Gibaly,Gawaher,6BV92rU07c7zMP9SdS2G1w
62,0.772,1,0.361,8,-14.275,0.119,0.632,0.868,0.109,0.786,99.949,370387,0MaYIjRKGlNm838bdgQzM8,Ana WeOudey,Mamdoh El Gibaley,Takasim Oud 1,0MaYIjRKGlNm838bdgQzM8
63,0.429,1,0.385,10,-9.313,0.0359,0.858,0.812,0.0779,0.276,95.329,456480,5QpZvCsVZecWFdrgit1GrT,Hilal El Saba,Naser Shamma,Hilal / Crescent Moon / Luna Creciente,5QpZvCsVZecWFdrgit1GrT
64,0.588,1,0.213,11,-16.801,0.0298,0.958,0.969,0.13,0.236,101.822,254600,5dTqqgZMb4H0y7V15XyenG,Bahabek,Ibrahim Kawala,Dumou,5dTqqgZMb4H0y7V15XyenG
65,0.68,0,0.392,5,-11.46,0.0278,0.763,0.925,0.123,0.446,97.983,357493,6bfvkSSZRed3hFQIHM5Oi7,Villes invisibles,Toufic Farroukh,Villes invisibles,6bfvkSSZRed3hFQIHM5Oi7
66,0.541,0,0.255,5,-13.255,0.0405,0.755,0.968,0.0894,0.311,106.956,291187,0hTJzfXAgF70t0uKrMipRt,Our Final Songs,Le Trio Joubran,The Long March,0hTJzfXAgF70t0uKrMipRt
67,0.259,1,0.367,10,-13.848,0.0294,0.675,0.00469,0.138,0.155,176.039,204370,6IZUYsnFFWLUzgMbXCevmh,Fatma 2,Omar Khairat,Fatma,6IZUYsnFFWLUzgMbXCevmh
68,0.529,1,0.143,0,-19.872,0.0505,0.941,0.889,0.298,0.227,120.099,311520,1p2vHdWTjOJshniOC5k2Mw,Talat Salamt,Various Artists,"Arabic Relaxation Music, Vol. 2",1p2vHdWTjOJshniOC5k2Mw
69,0.454,1,0.43,0,-10.78,0.105,0.916,0.847,0.0918,0.306,85.28,303933,1gDy4pK0JQ2C29V1RvPwCv,Rohani (Hijaz),Amer Ammouri,Takasim Oud,1gDy4pK0JQ2C29V1RvPwCv
70,0.465,0,0.196,0,-16.966,0.0282,0.933,0.951,0.109,0.144,96.059,188253,4I9YJGvMAfyrQBN5ELUk6Z,Lekaa,Ibrahim Kawala,Takasim Kawala 4,4I9YJGvMAfyrQBN5ELUk6Z
71,0.465,1,0.373,5,-16.143,0.0476,0.867,0.868,0.121,0.721,160.28,291550,7wZjrw7IEy7mcFj5yzvcbU,Lessa Faker,Various Artists,"Arabic Relaxation Music, Vol. 2",7wZjrw7IEy7mcFj5yzvcbU
72,0.529,1,0.358,5,-9.939,0.0778,0.91,0.787,0.131,0.443,152.058,184000,5DPFfZsr3cpl4vx2CqLjyE,Al Mazhab (Kord),Amer Ammouri,Eastern Strings,5DPFfZsr3cpl4vx2CqLjyE
73,0.652,0,0.258,0,-14.886,0.0282,0.907,0.93,0.131,0.138,109.904,258252,5ocbXg32uWfdSKlfAIaj0n,Rimal El Foraq,Various Artists,"Arabic Relaxation Music, Vol. 3",5ocbXg32uWfdSKlfAIaj0n
74,0.312,1,0.534,0,-5.767,0.0276,0.204,0.945,0.152,0.166,139.991,224793,3BjMbVdgxU8bgEi58f7vWD,الشراع المكسور 2,Omar Khairat,غوايش,3BjMbVdgxU8bgEi58f7vWD
75,0.34,1,0.282,7,-12.958,0.03,0.933,0.854,0.116,0.303,104.987,198493,4GPrKAlPqZ1Vk9kgFvUCiC,El Byout Asrar,Omar Khairat,Al Leqaa Althany,4GPrKAlPqZ1Vk9kgFvUCiC
76,0.44,1,0.52,0,-9.194,0.0486,0.138,0.557,0.0756,0.179,149.915,173587,2xm80SN6EdhVIM5zM5i2wg,Ahwak (Slow Mix),Amr Ismail,Techno Arabia 1,2xm80SN6EdhVIM5zM5i2wg
77,0.403,0,0.461,9,-9.804,0.031,0.901,0.875,0.218,0.381,160.122,253242,1l3O0VM76kpLMcFex1ymJW,Al Bedaya,Hisham Kharma,Al Yaqeen,1l3O0VM76kpLMcFex1ymJW
78,0.662,1,0.238,9,-12.901,0.0259,0.458,0.174,0.125,0.231,138.376,216333,6XPb4t3fxNfcm4zzbfxHHR,Sweety,Ahmed El Gibaly,Gawaher 2,6XPb4t3fxNfcm4zzbfxHHR
79,0.292,0,0.433,7,-9.886,0.0357,0.673,0.893,0.0899,0.291,137.396,242000,0MQyws2My1igHfCqnFgyaW,7th Sky - Shiraz - Jihad Akl,Jihad Akl,Shiraz - A Violin Affair,0MQyws2My1igHfCqnFgyaW
80,0.372,1,0.337,7,-15.349,0.0336,0.671,0.109,0.104,0.189,180.151,292572,3Oi52DAfd4j5pHUSfXknNU,Sahara Nights,Various Artists,Chilled Winter 2016,3Oi52DAfd4j5pHUSfXknNU
81,0.49,0,0.347,4,-11.244,0.0299,0.926,0.759,0.141,0.406,81.978,314093,3eEijTlOt0v8PuKqUMRDU7,El Amor Perdido,Hossam Ramzy,The Best of Flamenco Arabe,3eEijTlOt0v8PuKqUMRDU7
82,0.292,0,0.548,1,-10.976,0.053,0.745,0.904,0.607,0.174,75.208,344773,2vk1NpRrq74Bk2UhTJcGeA,Holy Gnawas,Various Artists,Arabian chill out,2vk1NpRrq74Bk2UhTJcGeA
83,0.527,0,0.331,7,-17.682,0.0288,0.738,0.977,0.107,0.154,130.025,223533,3mwLTn4gpqGyx8y0J0Olvd,ElAmar,Ibrahim Kawala,Takasim Kawala 4,3mwLTn4gpqGyx8y0J0Olvd
84,0.57,0,0.485,7,-10.391,0.0345,0.81,0.878,0.112,0.545,180.068,323547,5pcc81u3VWmNaP3PJJgEED,Ma colombe,Mohamed Rouane,Heureux dans la tristesse,5pcc81u3VWmNaP3PJJgEED
85,0.671,1,0.259,9,-16.593,0.038,0.362,0.929,0.092,0.272,180.086,183533,4PlwZEcfVuWGosiQW3b57t,Shady,Morad El-Swifey,"Fairuziat, Vol. 2",4PlwZEcfVuWGosiQW3b57t
86,0.809,0,0.21,11,-16.807,0.0367,0.0992,0.812,0.0702,0.235,116.928,277827,4A5XrfI6ALonzMAr3r23vo,Laily el omr madoda,Ahmed El Gibaly,Gawaher,4A5XrfI6ALonzMAr3r23vo
87,0.694,0,0.383,0,-13.993,0.0437,0.634,0.237,0.0622,0.712,157.477,283450,7ACVTHV2BT2r6Ilnp0k4TN,Iraqi Jazz (Iraq),Various Artists,Discover Music of the Middle East with ARC Music,7ACVTHV2BT2r6Ilnp0k4TN
88,0.816,0,0.282,10,-14.083,0.133,0.792,0.86,0.0997,0.654,81.97,444867,7EZojfd7kUm5RKz4Wu9JQT,Sahraan,Mamdoh El Gibaley,Takasim Oud 2,7EZojfd7kUm5RKz4Wu9JQT
89,0.69,0,0.516,10,-7.425,0.0254,0.233,0.882,0.13,0.66,90.998,328680,2GgY4heYi0wJ8k6aR5zHdt,First Voyage,Hisham Kharma,First Voyage,2GgY4heYi0wJ8k6aR5zHdt
90,0.386,1,0.0214,2,-27.996,0.0653,0.988,0.915,0.141,0.0946,116.319,195640,3f7CbubuiJbSAqXu7vLKfX,Astrakan café - 1,Anouar Brahem Trio,Astrakan Café,3f7CbubuiJbSAqXu7vLKfX
91,0.435,0,0.424,7,-12.116,0.0338,0.835,0.95,0.0926,0.506,169.778,316000,0dZGNpJAsYwLVhX2PKe6er,Khaif Akol El Fi Galby,Various Artists,Oriental Mood 2,0dZGNpJAsYwLVhX2PKe6er
92,0.366,0,0.331,6,-16.019,0.0508,0.825,0.954,0.384,0.186,179.51,266489,2vDDMDgbkzlFqkGSZpJvl4,El Noom Fel Assal,Omar Khairat,Rabsoudeya Arabeya,2vDDMDgbkzlFqkGSZpJvl4
93,0.695,0,0.521,10,-9.537,0.0323,0.728,0.595,0.12,0.797,103.072,237147,1svCNERbTAavnO3UGKc8yS,Dance of the Bird - Raqsat Al Tayr,Hosam Hayek,Stranger in My Homeland,1svCNERbTAavnO3UGKc8yS
94,0.419,1,0.675,9,-8.359,0.0322,0.613,0.881,0.182,0.683,128.724,300533,1rQ32IYVmF0O8iRDM9qFqr,Memories of Old Granada,Hossam Ramzy,The Best of Flamenco Arabe,1rQ32IYVmF0O8iRDM9qFqr
95,0.383,1,0.377,10,-15.417,0.0567,0.775,0.883,0.0816,0.557,81.254,277453,04EbbgiVp18HGNdkrKbSdF,The Age of Industry,Le Trio Joubran,The Long March,04EbbgiVp18HGNdkrKbSdF
96,0.375,0,0.119,9,-16.723,0.0431,0.94,0.893,0.111,0.111,92.615,252295,5D6pCmqhtc7UT470FPQbL0,That Moment When,Adnan Joubran,Borders Behind,5D6pCmqhtc7UT470FPQbL0
97,0.395,1,0.452,10,-11.06,0.036,0.784,0.869,0.0836,0.378,91.497,896493,6NPGjTxFtoAuBReP2sK1Al,Viaje de las Almas. Travelling Souls,Naseer Shamma,Viaje De Las Almas. Travelling Souls,6NPGjTxFtoAuBReP2sK1Al
98,0.603,0,0.455,7,-12.037,0.0381,0.725,0.862,0.104,0.537,77.03,464678,3GMn6kYaCbvmjzHx4dQeuR,Comme d'habitude,Mohamed Rouane,Heureux dans la tristesse,3GMn6kYaCbvmjzHx4dQeuR
99,0.596,1,0.352,0,-11.715,0.0332,0.161,0.774,0.102,0.191,82.83,553453,4MvTq1v2I07pG0sJtHLmX6,Sound of Civilisation,Omar Bashir,The Sound of Civilisation,4MvTq1v2I07pG0sJtHLmX6
100,0.605,1,0.333,0,-15.035,0.0324,0.781,0.355,0.182,0.542,110.143,216720,7wC8VXmumrEDWWeG8dhBuB,Sarseb,Omar Khairat,Al Leqaa Althany,7wC8VXmumrEDWWeG8dhBuB
101,0.587,0,0.427,4,-15.637,0.031,0.405,0.838,0.0927,0.76,151.988,293407,7LpUO6ErtFU6YNM574GQ51,Un homme libre,Mohamed Rouane,Un homme libre,7LpUO6ErtFU6YNM574GQ51
102,0.663,0,0.584,7,-12.674,0.0383,0.771,0.799,0.102,0.682,96.491,297660,6AEcLnBTWh3jIhGosG09Di,Down Town,Karim Baggili,Kali City,6AEcLnBTWh3jIhGosG09Di
103,0.419,0,0.204,3,-19.908,0.0788,0.989,0.876,0.106,0.148,83.768,430440,4RjCfV8etDYMblXTTMS5vg,Ghurbeh (Diaspora),Ahmad Al Khatib,Sada,4RjCfV8etDYMblXTTMS5vg
104,0.578,0,0.116,7,-16.667,0.0452,0.892,0.862,0.0872,0.138,81.828,274587,5X2hmmSLf0VyOU0sEARXtY,Silent Stories,Karim Baggili,Kali City,5X2hmmSLf0VyOU0sEARXtY
105,0.557,1,0.31,0,-14.962,0.0307,0.821,0.932,0.0631,0.222,160.063,284000,6iQCQWxJJFsupuLq8GcCzm,Hamasat,Ibrahim Kawala,Takasim Kawala 4,6iQCQWxJJFsupuLq8GcCzm
106,0.338,0,0.483,4,-12.515,0.0292,0.773,0.907,0.109,0.552,156.553,549547,4GZDcav11wtbLF3SkoaW7K,Les Ondes Orientales,Dhafer Youssef,Abu Navas Rhapsody,4GZDcav11wtbLF3SkoaW7K
107,0.502,1,0.145,8,-13.101,0.0538,0.887,0.305,0.11,0.244,115.461,717147,1oIHjpmbdd3ZZyQOPoFKCG,Mesopotamia,Omar Bashir,The Sound of Civilisation,1oIHjpmbdd3ZZyQOPoFKCG
108,0.617,1,0.368,7,-10.557,0.0419,0.938,0.535,0.0489,0.212,129.956,264693,3169aUzrWTznvVupy1f20E,Turkish Coffee,Basel Rajoub,Khameer,3169aUzrWTznvVupy1f20E
109,0.497,1,0.296,0,-14.691,0.0835,0.917,0.848,0.124,0.211,146.419,253250,2D4aly5iDMjB9YF0j8O1Sh,Alief,Haytham Safia,Two Elements,2D4aly5iDMjB9YF0j8O1Sh
110,0.602,1,0.481,2,-8.346,0.0284,0.757,0.917,0.105,0.835,128.843,145293,3s7S9iEsIozTylDBhDIIa5,Ajami,Various Artists,Discover Music from the Mediterranean,3s7S9iEsIozTylDBhDIIa5
111,0.642,1,0.814,2,-9.089,0.0399,0.364,0.715,0.0884,0.699,95.016,249289,435J1rh6zYmnqsj8zOJUBR,Rimel,Mohamed Rouane,Nulle part,435J1rh6zYmnqsj8zOJUBR
112,0.634,0,0.312,2,-15.458,0.0296,0.865,0.949,0.328,0.111,119.947,242000,0CaWmqI2dqA8xo2xEwCF0p,Damaa,Ibrahim Kawala,Takasim Kawala 4,0CaWmqI2dqA8xo2xEwCF0p
113,0.645,1,0.418,10,-13.876,0.0317,0.743,0.582,0.109,0.455,127.963,410807,0H7pg6TQDdfZpD9YQtudwC,Nulle part,Mohamed Rouane,Nulle part,0H7pg6TQDdfZpD9YQtudwC
114,0.601,1,0.712,0,-10.282,0.0592,0.00313,0.863,0.267,0.962,195.943,160373,7xkwnzvswaHbOM376ZLqPD,Siki Siki Baba,Harem,Harem,7xkwnzvswaHbOM376ZLqPD
